OPEID,CITY,INSTNM,INSTURL,STABBR
234300,Duluth,The College of Saint Scholastica,www.css.edu,MN
316300,Alva,Northwestern Oklahoma State University,www.nwosu.edu,OK
196200,Williamsburg,University of the Cumberlands,www.ucumberlands.edu,KY
2270600,San Dimas,Life Pacific College,www.lifepacific.edu,CA
252300,Fulton,Westminster College,WWW.WESTMINSTER-MO.EDU,MO
183300,Rensselaer,Saint Josephs College,www.saintjoe.edu,IN
125100,Los Angeles,Otis College of Art and Design,www.otis.edu,CA
180400,Indianapolis,University of Indianapolis,uindy.edu,IN
381200,Fairmont,Fairmont State University,www.fairmontstate.edu/,WV
275800,Riverdale,Manhattan College,www.manhattan.edu,NY
2141500,Savannah,Savannah College of Art and Design,www.scad.edu,GA
236000,Mankato,Minnesota State University-Mankato,www.mnsu.edu,MN
125300,Fresno,Fresno Pacific University,www.fresno.edu,CA
231800,Spring Arbor,Spring Arbor University,www.arbor.edu,MI
374900,Fairfax,George Mason University,www.gmu.edu,VA
999200,Bemidji,Oak Hills Christian College,www.oakhills.edu,MN
352500,Athens,Tennessee Wesleyan College,www.twcnet.edu,TN
386300,Milwaukee,Marquette University,www.marquette.edu,WI
158000,Macon,Mercer University,www.mercer.edu,GA
244100,Hattiesburg,University of Southern Mississippi,www.usm.edu,MS
372000,Lynchburg,Lynchburg College,www.lynchburg.edu,VA
261700,Montclair,Montclair State University,www.montclair.edu,NJ
208600,Emmitsburg,Mount St Mary's University,www.msmary.edu,MD
237500,Marshall,Southwest Minnesota State University,www.smsu.edu,MN
398200,Cleveland,Cleveland Institute of Art,www.cia.edu,OH
230700,Rochester Hills,Oakland University,www.oakland.edu,MI
292900,Boiling Springs,Gardner-Webb University,www.gardner-webb.edu,NC
332916,Sharon,Pennsylvania State University-Penn State Shenango,shenango.psu.edu,PA
4127100,Merced,University of California-Merced,www.ucmerced.edu,CA
234200,Saint Paul,St Catherine University,www.stkate.edu,MN
181400,Kokomo,Indiana University-Kokomo,www.iuk.edu,IN
712100,Ankeny,Faith Baptist Bible College and Theological Seminary,www.faith.edu,IA
288500,Albany,Albany College of Pharmacy and Health Sciences,www.acphs.edu,NY
366500,Canyon,West Texas A & M University,www.wtamu.edu,TX
388400,Ripon,Ripon College,www.ripon.edu,WI
162600,Moscow,University of Idaho,www.uidaho.edu,ID
377800,Spokane,Gonzaga University,www.gonzaga.edu,WA
316700,Chickasha,University of Science and Arts of Oklahoma,www.usao.edu,OK
211400,Springfield,American International College,www.aic.edu,MA
167600,Elmhurst,Elmhurst College,www.elmhurst.edu,IL
316600,Oklahoma City,Oklahoma City University,www.okcu.edu,OK
143100,Newark,University of Delaware,www.udel.edu/,DE
220100,Chestnut Hill,Pine Manor College,www.pmc.edu,MA
101600,Florence,University of North Alabama,www.una.edu,AL
184700,Storm Lake,Buena Vista University,www.bvu.edu,IA
282100,Rochester,Saint John Fisher College,www.sjfc.edu,NY
233400,Minneapolis,Augsburg College,www.augsburg.edu,MN
154600,Savannah,Armstrong State University,www.armstrong.edu,GA
260800,Lakewood,Georgian Court University,georgian.edu/,NJ
291300,Buies Creek,Campbell University,www.campbell.edu,NC
178800,Indianapolis,Butler University,www.butler.edu,IN
219300,Newton,Mount Ida College,www.mountida.edu,MA
352800,Jackson,Union University,www.uu.edu,TN
308900,Ada,Ohio Northern University,www.onu.edu/,OH
386800,Milwaukee,Milwaukee School of Engineering,www.msoe.edu,WI
214400,Franklin,Dean College,www.dean.edu,MA
195200,Wilmore,Asbury University,www.asbury.edu,KY
332500,Millersville,Millersville University of Pennsylvania,www.millersville.edu,PA
336600,Loretto,Saint Francis University,www.francis.edu,PA
2065300,Prescott,Prescott College,www.prescott.edu,AZ
280500,Rochester,Roberts Wesleyan College,WWW.Roberts.edu,NY
271200,Buffalo,D'Youville College,www.dyc.edu,NY
374700,Wise,The University of Virginia's College at Wise,https://www.uvawise.edu/,VA
226600,Grand Rapids,Cornerstone University,www.cornerstone.edu,MI
189500,Forest City,Waldorf College,www.waldorf.edu,IA
225900,Ypsilanti,Eastern Michigan University,www.emich.edu,MI
185000,Pella,Central College,www.central.edu,IA
703200,Olathe,MidAmerica Nazarene University,www.mnu.edu,KS
172500,Monmouth,Monmouth College,www.monmouthcollege.edu,IL
232300,Detroit,University of Detroit Mercy,www.udmercy.edu,MI
754400,Mount Hope,Appalachian Bible College,www.abc.edu,WV
391100,La Crosse,Viterbo University,www.viterbo.edu,WI
175300,Chicago,School of the Art Institute of Chicago,www.saic.edu,IL
178100,Wheaton,Wheaton College,www.wheaton.edu,IL
159100,Rome,Shorter University,www.shorter.edu,GA
179800,Franklin,Franklin College,www.franklincollege.edu,IN
291000,Belmont,Belmont Abbey College,www.belmontabbeycollege.edu,NC
186000,Des Moines,Drake University,www.drake.edu,IA
224300,Mount Pleasant,Central Michigan University,www.cmich.edu,MI
214700,Boston,Emmanuel College,www.emmanuel.edu,MA
373600,Salem,Roanoke College,www.roanoke.edu,VA
321600,Portland,Portland State University,www.pdx.edu,OR
306600,Painesville,Lake Erie College,www.lec.edu,OH
266800,Alfred,Alfred University,www.alfred.edu,NY
307300,Marietta,Marietta College,www.marietta.edu,OH
407200,Midland,Northwood University-Michigan,www.northwood.edu,MI
158500,Dahlonega,University of North Georgia,www.ung.edu,GA
337600,Greenville,Thiel College,www.thiel.edu,PA
126200,San Diego,Point Loma Nazarene University,www.pointloma.edu,CA
190300,Baldwin City,Baker University,www.bakeru.edu,KS
237100,Saint Paul,University of Northwestern-St Paul,www.unwsp.edu,MN
335000,Philadelphia,The University of the Arts,www.uarts.edu,PA
235400,Saint Paul,Hamline University,www.hamline.edu,MN
265700,Las Cruces,New Mexico State University-Main Campus,www.nmsu.edu/,NM
157300,Americus,Georgia Southwestern State University,https://gsw.edu/,GA
178000,Macomb,Western Illinois University,www.wiu.edu,IL
227500,Kalamazoo,Kalamazoo College,www.kzoo.edu,MI
254800,Hastings,Hastings College,www.hastings.edu,NE
256500,Lincoln,University of Nebraska-Lincoln,www.unl.edu/,NE
189300,Fayette,Upper Iowa University,www.uiu.edu,IA
184400,Crawfordsville,Wabash College,www.wabash.edu,IN
258901,Manchester,University of New Hampshire at Manchester,manchester.unh.edu,NH
260300,Madison,Drew University,www.drew.edu,NJ
262200,Union,Kean University,www.kean.edu,NJ
4095300,New York,The King’s College,www.tkc.edu,NY
281700,Saint Bonaventure,St Bonaventure University,www.sbu.edu,NY
241000,Jackson,Jackson State University,www.jsums.edu,MS
110600,Walnut Ridge,Williams Baptist College,www.wbcoll.edu,AR
181300,Indianapolis,Indiana University-Purdue University-Indianapolis,www.iupui.edu,IN
185200,Dubuque,Clarke University,www.clarke.edu,IA
143600,Laurel,Capitol Technology University,www.captechu.edu,MD
180500,Fort Wayne,Indiana Institute of Technology,www.indianatech.edu,IN
218800,Salem,Salem State University,www.salemstate.edu,MA
110200,Arkadelphia,Ouachita Baptist University,www.obu.edu,AR
245800,Nevada,Cottey College,www.cottey.edu,MO
231100,Grand Rapids,Kuyper College,www.kuyper.edu,MI
282500,Brooklyn,Saint Joseph's College-New York,www.sjcny.edu,NY
335700,Pittsburgh,Point Park University,www.pointpark.edu,PA
326200,Elizabethtown,Elizabethtown College,www.etown.edu,PA
350500,Maryville,Maryville College,www.maryvillecollege.edu,TN
221100,Springfield,Springfield College,www.springfield.edu/,MA
134900,Greeley,University of Northern Colorado,www.unco.edu,CO
262800,Lawrenceville,Rider University,www.rider.edu,NJ
114600,Chico,California State University-Chico,www.csuchico.edu,CA
242300,Mississippi State,Mississippi State University,www.msstate.edu,MS
363200,College Station,Texas A & M University-College Station,www.tamu.edu,TX
326700,Beaver Falls,Geneva College,www.geneva.edu,PA
187400,Decorah,Luther College,www.luther.edu,IA
345600,Rock Hill,Winthrop University,www.winthrop.edu,SC
161100,Hilo,University of Hawaii at Hilo,hilo.hawaii.edu,HI
180800,Evansville,University of Southern Indiana,www.usi.edu,IN
110700,Magnolia,Southern Arkansas University Main Campus,WWW.SAUMAG.EDU,AR
324700,Dallas,Misericordia University,www.misericordia.edu,PA
216000,Cambridge,Lesley University,www.lesley.edu,MA
341800,Anderson,Anderson University,www.andersonuniversity.edu,SC
140600,New Haven,Southern Connecticut State University,www.southernct.edu,CT
196100,Danville,Centre College,www.centre.edu,KY
226200,Flint,Kettering University,WWW.KETTERING.EDU,MI
383900,Kenosha,Carthage College,www.carthage.edu,WI
370900,Emory,Emory & Henry College,www.ehc.edu,VA
307200,Canton,Malone University,www.malone.edu,OH
297900,Swannanoa,Warren Wilson College,www.warren-wilson.edu,NC
323000,Meadville,Allegheny College,www.allegheny.edu,PA
320800,Eugene,Northwest Christian University,www.nwcu.edu/,OR
336800,Latrobe,Saint Vincent College,www.stvincent.edu,PA
352700,Greeneville,Tusculum College,www.tusculum.edu,TN
204300,Bangor,Husson University,www.husson.edu,ME
406900,Crookston,University of Minnesota-Crookston,www1.crk.umn.edu/,MN
304500,Findlay,The University of Findlay,www.findlay.edu/,OH
223600,Alma,Alma College,alma.edu,MI
102400,Livingston,University of West Alabama,www.uwa.edu,AL
248200,Saint Louis,Maryville University of Saint Louis,www.maryville.edu,MO
252100,Saint Louis,Webster University,www.webster.edu,MO
351000,Murfreesboro,Middle Tennessee State University,www.mtsu.edu,TN
230100,Marquette,Northern Michigan University,www.nmu.edu,MI
142200,West Hartford,University of Hartford,www.hartford.edu,CT
198900,Lexington,University of Kentucky,www.uky.edu,KY
329300,Williamsport,Lycoming College,www.lycoming.edu,PA
218700,North Adams,Massachusetts College of Liberal Arts,www.mcla.edu,MA
218400,Fitchburg,Fitchburg State University,www.fitchburgstate.edu,MA
346500,Yankton,Mount Marty College,www.mtmc.edu,SD
382300,West Liberty,West Liberty University,www.westliberty.edu/,WV
109000,Jonesboro,Arkansas State University-Main Campus,www2.astate.edu,AR
266600,Garden City,Adelphi University,www.adelphi.edu/,NY
182600,Westville,Purdue University-North Central Campus,www.pnc.edu,IN
301200,Ashland,Ashland University,https://www.ashland.edu,OH
3106200,Baton Rouge,Our Lady of the Lake College,www.ololcollege.edu,LA
375400,Blacksburg,Virginia Polytechnic Institute and State University,WWW.VT.EDU,VA
115000,Sacramento,California State University-Sacramento,www.csus.edu,CA
254200,Omaha,Creighton University,www.creighton.edu,NE
195900,Campbellsville,Campbellsville University,www.campbellsville.edu,KY
148700,Saint Petersburg,Eckerd College,www.eckerd.edu,FL
302300,Columbus,Capital University,www.capital.edu,OH
361500,San Marcos,Texas State University,www.txstate.edu,TX
371900,Farmville,Longwood University,www.longwood.edu,VA
218000,Boston,Massachusetts College of Art and Design,www.massart.edu,MA
202100,Natchitoches,Northwestern State University of Louisiana,www.nsula.edu/,LA
450800,Denver,University of Colorado Denver/Anschutz Medical Campus,www.ucdenver.edu/,CO
185900,Sioux Center,Dordt College,www.dordt.edu,IA
325800,Pittsburgh,Duquesne University,www.duq.edu,PA
352600,Nashville,Trevecca Nazarene University,www.trevecca.edu,TN
132200,Redlands,University of Redlands,www.redlands.edu,CA
293000,Greensboro,Greensboro College,www.greensboro.edu,NC
170000,Elgin,Judson University,www.judsonu.edu,IL
224100,Grand Rapids,Calvin College,www.calvin.edu,MI
290700,Asheville,University of North Carolina at Asheville,www.unca.edu,NC
314400,Cincinnati,Xavier University,www.xavier.edu,OH
295400,Pembroke,University of North Carolina at Pembroke,www.uncp.edu,NC
327500,Philadelphia,Holy Family University,www.holyfamily.edu,PA
371100,Ferrum,Ferrum College,www.ferrum.edu,VA
181600,South Bend,Indiana University-South Bend,https://iusb.edu/,IN
285600,Cobleskill,SUNY College of Agriculture and Technology at Cobleskill,www.cobleskill.edu/,NY
353100,Martin,The University of Tennessee-Martin,www.utm.edu,TN
379000,Seattle,Seattle University,www.seattleu.edu,WA
346100,Mitchell,Dakota Wesleyan University,www.dwu.edu,SD
369600,Burlington,University of Vermont,www.uvm.edu,VT
276900,New York,Marymount Manhattan College,www.mmm.edu,NY
308300,Alliance,University of Mount Union,www.mountunion.edu,OH
185600,Mount Vernon,Cornell College,www.cornellcollege.edu,IA
360600,Huntsville,Sam Houston State University,www.shsu.edu/,TX
199900,Louisville,University of Louisville,www.louisville.edu,KY
196300,Richmond,Eastern Kentucky University,www.eku.edu,KY
169200,Normal,Illinois State University,illinoisstate.edu/,IL
3071900,Columbus,Mount Carmel College of Nursing,www.mccn.edu,OH
143700,Washington,Catholic University of America,www.cua.edu,DC
330200,Cresson,Mount Aloysius College,www.mtaloy.edu/,PA
296800,Raleigh,Saint Augustine's University,www.st-aug.edu,NC
329600,Scranton,Marywood University,www.marywood.edu/,PA
261600,West Long Branch,Monmouth University,www.monmouth.edu,NJ
746600,New York,LIM College,www.limcollege.edu,NY
238000,Winona,Saint Mary's University of Minnesota,www.smumn.edu,MN
310000,Athens,Ohio University-Main Campus,www.ohio.edu,OH
182000,North Manchester,Manchester University,www.manchester.edu,IN
100400,Montevallo,University of Montevallo,www.montevallo.edu,AL
350200,Harrogate,Lincoln Memorial University,www.lmunet.edu,TN
377500,Cheney,Eastern Washington University,www.ewu.edu,WA
246100,Springfield,Drury University,www.drury.edu,MO
177600,Chicago,University of Illinois at Chicago,www.uic.edu,IL
249500,Kirksville,Truman State University,www.truman.edu,MO
174100,Bourbonnais,Olivet Nazarene University,www.olivet.edu,IL
302500,Cedarville,Cedarville University,www.cedarville.edu,OH
337904,Greensburg,University of Pittsburgh-Greensburg,www.greensburg.pitt.edu/,PA
218900,Westfield,Westfield State University,www.westfield.ma.edu,MA
262500,Wayne,William Paterson University of New Jersey,www.wpunj.edu,NJ
204100,Fort Kent,University of Maine at Fort Kent,www.umfk.maine.edu,ME
324500,Philadelphia,Chestnut Hill College,www.chc.edu,PA
270900,Bronxville,Concordia College-New York,www.concordia-ny.edu,NY
332914,Schuylkill Haven,Pennsylvania State University-Penn State Schuylkill,www.sl.psu.edu,PA
323300,Reading,Alvernia University,www.alvernia.edu,PA
353000,Knoxville,The University of Tennessee-Knoxville,www.utk.edu,TN
150500,Boca Raton,Lynn University,www.lynn.edu,FL
322300,Eugene,University of Oregon,www.uoregon.edu,OR
317000,Stillwater,Oklahoma State University-Main Campus,www.okstate.edu/,OK
648700,Canton,Aultman College of Nursing and Health Sciences,www.aultmancollege.edu,OH
316100,Tahlequah,Northeastern State University,www.nsuok.edu,OK
378500,Tacoma,Pacific Lutheran University,www.plu.edu,WA
298500,Wingate,Wingate University,www.wingate.edu,NC
304800,Tiffin,Heidelberg University,www.heidelberg.edu,OH
201700,Lake Charles,McNeese State University,www.mcneese.edu,LA
324100,Radnor,Cabrini University,www.cabrini.edu,PA
311000,Westerville,Otterbein University,www.otterbein.edu,OH
373500,Richmond,Virginia Commonwealth University,www.vcu.edu/,VA
112200,La Mirada,Biola University,www.biola.edu,CA
277500,Rockville Centre,Molloy College,www.molloy.edu,NY
384200,Mequon,Concordia University-Wisconsin,www.cuw.edu,WI
229200,Houghton,Michigan Technological University,www.mtu.edu,MI
263200,South Orange,Seton Hall University,www.shu.edu,NJ
342300,Charleston,Citadel Military College of South Carolina,www.citadel.edu,SC
648900,Cincinnati,The Christ College of Nursing and Health Sciences,www.thechristcollege.edu,OH
325200,Doylestown,Delaware Valley University,www.delval.edu,PA
251900,Saint Louis,University of Missouri-St Louis,www.umsl.edu/,MO
312500,Cincinnati,University of Cincinnati-Main Campus,www.uc.edu,OH
128100,Rocklin,William Jessup University,WWW.JESSUP.EDU,CA
155600,Gainesville,Brenau University,www.brenau.edu,GA
332910,McKeesport,Pennsylvania State University-Penn State Greater Allegheny,ga.psu.edu,PA
122000,Santa Clarita,The Master's College and Seminary,www.masters.edu,CA
1011500,San Antonio,The University of Texas at San Antonio,www.utsa.edu/,TX
327600,Immaculata,Immaculata University,www.immaculata.edu,PA
130200,Moraga,Saint Mary's College of California,www.stmarys-ca.edu,CA
708500,Mount Vernon,Mount Vernon Nazarene University,www.mvnu.edu,OH
183900,Angola,Trine University,www.trine.edu,IN
325600,Philadelphia,Drexel University,www.drexel.edu,PA
180900,Bloomington,Indiana University-Bloomington,www.iub.edu,IN
332915,Dunmore,Pennsylvania State University-Penn State Worthington Scranton,worthingtonscranton.psu.edu/,PA
210900,Westminster,McDaniel College,www.mcdaniel.edu,MD
123800,Oakland,Mills College,www.mills.edu,CA
335900,Moon Township,Robert Morris University,www.rmu.edu,PA
384800,Madison,Edgewood College,www.edgewood.edu,WI
160200,Milledgeville,Georgia College and State University,WWW.GCSU.EDU,GA
391900,La Crosse,University of Wisconsin-La Crosse,www.uwlax.edu,WI
252500,Fulton,William Woods University,www.williamwoods.edu,MO
215800,Newton,Lasell College,www.lasell.edu/,MA
248500,Kansas City,Midwestern Baptist Theological Seminary,https://www.mbts.edu,MO
327000,Gwynedd Valley,Gwynedd Mercy University,www.gmercyu.edu/,PA
308400,New Concord,Muskingum University,www.muskingum.edu/,OH
137100,Denver,University of Denver,www.du.edu,CO
192700,Emporia,Emporia State University,www.emporia.edu,KS
381500,Huntington,Marshall University,www.marshall.edu/,WV
157900,Augusta,Augusta University,www.augusta.edu,GA
114900,Arcata,Humboldt State University,www.humboldt.edu,CA
249600,Maryville,Northwest Missouri State University,www.nwmissouri.edu,MO
148200,Temple Terrace,Florida College,www.floridacollege.edu,FL
261300,Jersey City,New Jersey City University,www.njcu.edu,NJ
254100,Seward,Concordia University-Nebraska,www.cune.edu,NE
201000,Baton Rouge,Louisiana State University and Agricultural & Mechanical College,www.lsu.edu,LA
201300,Shreveport,Louisiana State University-Shreveport,www.lsus.edu/,LA
374600,Fredericksburg,University of Mary Washington,www.umw.edu,VA
108102,Mesa,Arizona State University-Polytechnic,www.asu.edu/,AZ
386100,Fond Du Lac,Marian University,www.marianuniversity.edu,WI
746800,New York,School of Visual Arts,www.sva.edu,NY
181500,Gary,Indiana University-Northwest,www.iun.edu,IN
238800,Duluth,University of Minnesota-Duluth,www.d.umn.edu/,MN
341400,Kingston,University of Rhode Island,www.uri.edu/,RI
221000,North Dartmouth,University of Massachusetts-Dartmouth,www.umassd.edu,MA
249900,Kansas City,Rockhurst University,www.rockhurst.edu,MO
161600,Boise,Boise State University,www.boisestate.edu,ID
316800,Claremore,Rogers State University,www.rsu.edu,OK
282000,Brooklyn Heights,St Francis College,www.sfc.edu,NY
176700,Lisle,Benedictine University,www.ben.edu,IL
202000,Monroe,University of Louisiana at Monroe,www.ulm.edu,LA
154100,Tifton,Abraham Baldwin Agricultural College,www.abac.edu,GA
338400,Scranton,University of Scranton,www.scranton.edu,PA
292300,Greenville,East Carolina University,www.ecu.edu,NC
352900,Chattanooga,The University of Tennessee-Chattanooga,www.utc.edu,TN
232900,Detroit,Wayne State University,www.wayne.edu,MI
321900,Ashland,Southern Oregon University,www.sou.edu,OR
345700,Spartanburg,Wofford College,www.wofford.edu,SC
227300,Holland,Hope College,www.hope.edu,MI
383000,Buckhannon,West Virginia Wesleyan College,www.wvwc.edu,WV
159000,Savannah,Savannah State University,www.savannahstate.edu/,GA
174900,Chicago,Roosevelt University,www.roosevelt.edu,IL
251600,Columbia,University of Missouri-Columbia,missouri.edu/,MO
326600,Erie,Gannon University,www.gannon.edu,PA
233700,Mankato,Bethany Lutheran College,www.blc.edu,MN
117900,Belmont,Notre Dame de Namur University,www.ndnu.edu,CA
189000,Cedar Falls,University of Northern Iowa,www.uni.edu,IA
319400,Newberg,George Fox University,www.georgefox.edu,OR
321000,Corvallis,Oregon State University,oregonstate.edu,OR
108101,Glendale,Arizona State University-West,www.asu.edu/,AZ
188300,Orange City,Northwestern College,www.nwciowa.edu/,IA
189100,Dubuque,University of Dubuque,www.dbq.edu,IA
303600,Steubenville,Franciscan University of Steubenville,www.franciscan.edu,OH
245400,Warrensburg,University of Central Missouri,www.ucmo.edu,MO
332911,Mont Alto,Pennsylvania State University-Penn State Mont Alto,www.montalto.psu.edu/,PA
342800,Charleston,College of Charleston,www.cofc.edu,SC
255500,Lincoln,Nebraska Wesleyan University,www.nebrwesleyan.edu/,NE
158600,Atlanta,Oglethorpe University,www.oglethorpe.edu,GA
328700,Philadelphia,La Salle University,www.lasalle.edu,PA
124300,Los Angeles,Mount Saint Mary's University,www.msmu.edu,CA
362100,Austin,Saint Edward's University,https://www.stedwards.edu,TX
171700,Jacksonville,MacMurray College,www.mac.edu,IL
226000,Big Rapids,Ferris State University,www.ferris.edu/,MI
239600,Alcorn State,Alcorn State University,www.alcorn.edu,MS
295700,Charlotte,Queens University of Charlotte,www.queens.edu,NC
255400,Omaha,University of Nebraska at Omaha,www.unomaha.edu,NE
205100,Standish,Saint Joseph's College of Maine,www.sjcme.edu,ME
259000,Keene,Keene State College,www.keene.edu,NH
204400,Castine,Maine Maritime Academy,www.mainemaritime.edu,ME
339400,Wilkes-Barre,Wilkes University,www.wilkes.edu,PA
232700,Flint,University of Michigan-Flint,www.umflint.edu,MI
299200,Bismarck,University of Mary,www.umary.edu/,ND
317900,Durant,Southeastern Oklahoma State University,www.se.edu,OK
237900,Collegeville,Saint Johns University,www.csbsju.edu,MN
358100,Beaumont,Lamar University,www.lamar.edu,TX
161000,Honolulu,University of Hawaii at Manoa,manoa.hawaii.edu,HI
189600,Waverly,Wartburg College,www.wartburg.edu,IA
649400,Cincinnati,Good Samaritan College of Nursing and Health Science,www.GSCollege.edu,OH
108103,Phoenix,Arizona State University-Downtown Phoenix,www.asu.edu/,AZ
209500,St. Mary's City,St Mary's College of Maryland,www.smcm.edu,MD
373200,Radford,Radford University,www.radford.edu,VA
214000,Chicopee,College of Our Lady of the Elms,www.elms.edu,MA
365400,Houston,University of St Thomas,www.stthom.edu,TX
343000,Columbia,Columbia College,www.columbiasc.edu/,SC
157000,Marietta,Southern Polytechnic State University,www.spsu.edu/,GA
379802,Bothell,University of Washington-Bothell Campus,www.uwb.edu,WA
192600,Pittsburg,Pittsburg State University,www.pittstate.edu,KS
224600,Howell,Cleary University,www.cleary.edu,MI
379700,Tacoma,University of Puget Sound,www.pugetsound.edu,WA
218300,Bridgewater,Bridgewater State University,www.bridgew.edu,MA
332913,Abington,Pennsylvania State University-Penn State Abington,www.abington.psu.edu/,PA
254400,Crete,Doane University-Arts & Sciences,www.doane.edu,NE
134100,Santa Barbara,Westmont College,www.westmont.edu,CA
398600,Center Valley,DeSales University,www.desales.edu,PA
112500,Riverside,California Baptist University,www.calbaptist.edu,CA
332200,Kutztown,Kutztown University of Pennsylvania,www2.kutztown.edu/,PA
