opeid,pftfac,locale,ugds_white,inexpfte,grad_debt_mdn,pftfac_rank,ugds_white_rank,inexpfte_rank,grad_debt_mdn_rank
310000,0.7237,32,0.8313,9704,21250,-1073,10162,892,-5177
182000,0.7246,32,0.8405,8996,27000,-1112,10585,1699,7523
100400,0.6552,21,0.7266,7972,23266,1858,5347,2866,-724
350200,0.6301,32,0.8718,12918,18000,2933,12025,-2770,-12355
377500,0.6563,31,0.6372,6934,20800,1811,1235,4048,-6171
246100,0.9735,12,0.8222,6561,23454,-11764,9744,4473,-309
177600,0.6696,11,0.3591,26053,18750,1242,-11556,-17735,-10698
249500,0.8625,33,0.8074,9417,22250,-7014,9063,1219,-2968
174100,0.3583,23,0.7945,4911,25000,14565,8470,6353,3106
302500,0.7099,31,0.8712,9969,24994,-483,11997,590,3093
337904,0.7959,21,0.7921,5824,26813.5,-4163,8359,5313,7112
218900,0.447,21,0.7849,7305,23175,10769,8028,3626,-925
262500,0.9685,21,0.4484,10595,25000,-11550,-7448,-123,3106
204100,0.381,43,0.7437,6945,18500,13594,6133,4036,-11251
324500,0.2582,11,0.4237,7351,27000,18849,-8584,3573,7523
270900,1,21,0.351,8617,26000,-12899,-11928,2131,5315
332914,0.6377,32,0.6662,5823,27000,2607,2569,5314,7523
323300,1,13,0.6959,6818,27000,-12899,3935,4180,7523
353000,0.8322,12,0.7979,22579,19998.5,-5717,8626,-13777,-7941
150500,0.7059,13,0.4322,8399,18833,-312,-8193,2379,-10515
322300,0.6795,12,0.6191,12386,21500,818,403,-2163,-4624
317000,0.8791,32,0.7118,8602,20083.5,-7724,4666,2148,-7753
648700,0.875,13,0.8764,8729,19000,-7549,12236,2003,-10146
316100,0.661,33,0.5001,7917,17750,1610,-5071,2928,-12907
378500,0.6276,21,0.6778,11937,26800,3040,3102,-1652,7082
298500,1,21,0.6368,8993,26500,-12899,1217,1702,6419
304800,0.4882,32,0.7409,9017,29000,9006,6004,1675,11941
201700,1,13,0.7038,4921,20785,-12899,4298,6342,-6204
324100,0.3587,21,0.6837,7826,26000,14548,3374,3032,5315
311000,0.5483,21,0.7217,10325,27000,6434,5121,185,7523
373500,0.6768,12,0.5095,12722,24151,934,-4638,-2546,1231
112200,0.9884,21,0.5165,10696,24375,-12402,-4316,-238,1726
277500,0.2549,21,0.6259,13066,27000,18991,715,-2938,7523
384200,1,21,0.6993,7646,23476,-12899,4091,3237,-260
229200,0.8792,33,0.8538,10843,26264,-7729,11197,-405,5898
263200,0.924,21,0.5031,10660,25000,-9646,-4933,-197,3106
342300,0.6745,12,0.7697,9361,25000,1032,7329,1283,3106
648900,0.5968,11,0.8216,14194,20000,4358,9716,-4223,-7938
325200,0.4292,21,0.7778,8734,26551,11531,7702,1997,6532
251900,0.5005,21,0.622,9752,21113.5,8479,536,838,-5478
312500,0.598,11,0.758,10072,23100,4306,6791,473,-1091
128100,0.2159,41,0.6844,6551,21500,20660,3406,4485,-4624
155600,0.3535,13,0.4978,6985,27429,14771,-5176,3990,8471
332910,0.5,21,0.6065,6147,27000,8501,-177,4945,7523
122000,0.3065,21,0.6184,7546,21250,16782,370,3351,-5177
1011500,0.7453,11,0.2607,6866,23348,-1998,-16081,4126,-543
327600,1,21,0.7311,5331,26020.5,-12899,5554,5875,5360
130200,0.443,41,0.4564,12896,25750,10940,-7080,-2744,4763
708500,0.8679,32,0.8294,7324,26769,-7245,10075,3604,7013
183900,0.4233,32,0.783,7598,26000,11783,7941,3292,5315
325600,0.5459,11,0.5555,14939,25500,6536,-2523,-5072,4210
180900,0.8611,13,0.7207,13730,23000,-6954,5075,-3695,-1311
332915,0.5208,21,0.8136,5600,27000,7610,9348,5568,7523
210900,0.2432,23,0.7289,9518,27000,19491,5453,1104,7523
123800,0.597,11,0.4488,15534,23471,4349,-7430,-5750,-271
335900,1,21,0.753,7471,27000,-12899,6561,3436,7523
384800,0.5357,12,0.7966,7616,26000,6973,8566,3271,5315
160200,0.8268,32,0.8462,7436,21500,-5486,10848,3476,-4624
391900,0.8681,13,0.8964,6871,23105,-7253,13156,4120,-1079
252500,0.2165,32,0.8273,6356,22282.5,20634,9978,4707,-2896
215800,0.332,13,0.7446,6513,27000,15691,6175,4528,7523
248500,0.7917,11,0.8035,3641,19000,-3984,8884,7800,-10146
327000,0.2296,21,0.5894,8930,25556,20073,-963,1774,4334
308400,0.522,32,0.7897,8808,27000,7559,8249,1913,7523
137100,0.5539,11,0.6763,14380,23166,6194,3033,-4435,-945
192700,0.903,33,0.7082,7276,20848,-8747,4501,3659,-6065
381500,0.7526,13,0.8521,8402,22705,-2310,11119,2376,-1963
157900,1,12,0.5535,20309,12350,-12899,-2615,-11190,-24834
114900,0.518,33,0.4738,8376,19553,7730,-6280,2405,-8925
249600,0.8523,33,0.811,7972,25375,-6577,9229,2866,3934
148200,0.74,21,0.8126,9075,13000,-1771,9302,1609,-23399
261300,1,12,0.2442,10075,17500,-12899,-16840,470,-13459
254100,0.8605,32,0.8653,5567,26000,-6928,11726,5606,5315
201000,0.9016,12,0.7415,10227,20000,-8687,6032,296,-7938
201300,0.6782,12,0.5917,6256,17250,874,-858,4821,-14012
374600,0.646,22,0.6937,7328,22247.5,2252,3834,3599,-2973
108102,0.9183,11,0.5765,10320,20229,-9402,-1557,190,-7432
386100,0.3786,13,0.789,6341,26798,13696,8217,4724,7077
746800,0.2292,11,0.3771,15105,27000,20091,-10728,-5261,7523
181500,0.467,13,0.5572,6340,27000,9913,-2444,4725,7523
238800,0.8199,13,0.8647,7011,25190,-5191,11698,3961,3526
341400,0.6386,21,0.704,8202,23250,2569,4307,2604,-759
221000,0.6465,22,0.6576,11024,25750,2231,2173,-612,4763
249900,0.5205,11,0.7439,7034,19950,7623,6142,3934,-8048
161600,0.5751,12,0.7516,7399,23500,5287,6497,3518,-207
316800,0.4093,31,0.5935,5538,16000,12383,-775,5639,-16772
282000,0.2374,11,0.3923,7426,24774,19740,-10029,3488,2607
176700,0.2383,21,0.4557,6646,23000,19701,-7113,4376,-1311
202000,0.9968,13,0.6284,6141,21082.5,-12762,830,4952,-5547
154100,0.601,32,0.783,4808,15085.5,4178,7941,6470,-18792
338400,0.6674,13,0.8181,11042,27000,1336,9555,-632,7523
292300,0.8239,13,0.6898,11749,24360,-5362,3654,-1438,1692
352900,0.6466,12,0.7381,7065,20090.5,2226,5876,3899,-7738
232900,0.5446,11,0.5501,13364,21393,6592,-2771,-3278,-4861
321900,0.569,22,0.6316,8340,23334,5548,977,2446,-574
345700,0.8675,13,0.7999,10695,25000,-7228,8718,-237,3106
227300,0.6522,13,0.8388,10084,27000,1987,10507,459,7523
383000,0.5948,33,0.8015,6326,26000,4443,8792,4741,5315
159000,0.9383,12,0.0421,5047,33202,-10258,-26135,6198,21222
174900,0.3521,11,0.4521,10315,23562.5,14831,-7278,196,-69
251600,0.7394,12,0.7923,11448,21647,-1745,8369,-1095,-4300
326600,0.5684,12,0.7861,7759,27000,5573,8083,3108,7523
233700,0.6212,13,0.8708,12008,25000,3314,11979,-1733,3106
117900,0.2762,21,0.254,7045,26865.5,18079,-16389,3922,7226
189000,0.75,13,0.8522,9802,21039,-2199,11123,781,-5643
319400,0.4194,31,0.6961,8930,22000,11950,3944,1774,-3520
321000,0.7697,13,0.6774,10914,23000,-3042,3084,-486,-1311
108101,0.8571,11,0.5226,8436,20229,-6783,-4036,2337,-7432
188300,0.9778,32,0.8356,8356,25962.5,-11948,10360,2428,5232
189100,1,13,0.6723,6773,26000,-12899,2849,4232,5315
303600,1,13,0.8276,7693,23316.5,-12899,9992,3183,-612
245400,1,32,0.6538,7862,22983,-12899,1999,2991,-1349
332911,0.6263,31,0.8124,5428,27000,3095,9293,5764,7523
342800,0.6269,12,0.8136,8994,22251,3070,9348,1701,-2966
255500,0.4549,11,0.8375,7123,27000,10431,10447,3833,7523
158600,1,21,0.3383,8735,27000,-12899,-12512,1996,7523
328700,0.4091,11,0.5475,9274,27000,12391,-2891,1382,7523
124300,0.2484,11,0.1012,9347,25000,19269,-23417,1299,3106
362100,0.4428,11,0.3789,9863,25000,10949,-10645,711,3106
171700,0.5313,32,0.7601,6867,28155,7161,6888,4125,10075
226000,0.5682,32,0.7924,8867,24425.5,5582,8373,1846,1837
239600,0.766,43,0.0226,6877,28000,-2884,-27032,4113,9732
295700,0.5224,11,0.5521,9844,26000,7542,-2679,733,5315
255400,0.5112,11,0.7012,8428,20000,8021,4179,2346,-7938
205100,1,41,0.6103,6776,27000,-12899,-2,4228,7523
259000,0.4747,32,0.8492,8848,26000,9583,10985,1868,5315
204400,0.6374,42,0.9486,10109,27000,2620,15557,431,7523
339400,0.559,13,0.737,8243,26918,5976,5825,2557,7342
232700,0.5576,12,0.6778,8190,27500,6036,3102,2617,8628
299200,0.2315,41,0.834,5990,22722,19992,10286,5124,-1925
317900,1,32,0.5477,7447,15864,-12899,-2881,3464,-17073
237900,0.84,41,0.8099,13539,27000,-6051,9178,-3477,7523
358100,0.8128,12,0.4902,4753,22486,-4887,-5526,6533,-2447
161000,0.7871,11,0.1782,19856,19000,-3787,-19876,-10674,-10146
189600,1,32,0.78,9632,27000,-12899,7803,974,7523
649400,0.7436,11,0.8385,12661,23750,-1925,10493,-2477,345
108103,0.7627,11,0.5344,9648,20229,-2742,-3493,956,-7432
209500,0.7475,23,0.7296,13744,20962.5,-2092,5485,-3711,-5812
373200,0.6715,13,0.7402,7905,21500,1161,5972,2942,-4624
214000,0.8642,21,0.5202,6617,26000,-7087,-4146,4409,5315
365400,1,11,0.2917,11944,23823,-12899,-14655,-1660,506
343000,0.5108,12,0.5067,8566,27000,8038,-4767,2189,7523
157000,0.7235,13,0.5477,5988,25125,-1065,-2881,5126,3382
379802,0.6051,21,0.4322,5335,15797,4003,-8193,5870,-17221
192600,0.7731,32,0.8076,6468,19557,-3188,9072,4579,-8916
224600,0.05,22,0.8059,5103,25458,27760,8994,6134,4118
379700,0.8537,12,0.7467,18755,23500,-6637,6271,-9420,-207
218300,1,21,0.7828,5945,24500,-12899,7932,5175,2002
332913,0.5137,21,0.5039,3557,27000,7914,-4896,7896,7523
254400,0.6905,32,0.8233,10364,22158.5,348,9794,140,-3170
134100,0.6009,22,0.6515,14047,24954,4182,1893,-4056,3004
398600,0.3381,41,0.7637,8954,26500,15430,7053,1747,6419
112500,0.4975,11,0.4068,8080,27000,8608,-9362,2743,7523
332200,0.9504,31,0.7866,8776,26000,-10776,8106,1950,5315
398500,0.5985,11,0.4934,8754,27000,4285,-5379,1975,7523
3091300,0.9444,11,0.6124,7864,25000,-10519,94,2989,3106
358800,1,23,0.5742,8668,25851.5,-12899,-1663,2073,4987
197700,0.7426,33,0.8192,8075,20907.5,-1882,9606,2748,-5933
231400,0.4016,41,0.7208,6283,27000,12712,5080,4790,7523
140900,0.9724,13,0.5366,11708,27000,-11717,-3392,-1391,7523
329800,0.5491,21,0.8474,10514,25989.5,6399,10903,-31,5292
115600,0.4395,21,0.5105,7664,17881,11090,-4592,3217,-12618
258900,0.6357,23,0.8125,10676,27000,2693,9298,-215,7523
376400,0.6532,21,0.0268,8139,28685.5,1944,-26839,2675,11246
260700,0.3833,21,0.2556,7993,26250,13495,-16316,2842,5867
180000,1,32,0.7537,6263,22375,-12899,6593,4813,-2692
222600,0.6612,12,0.7421,9678,27000,1602,6060,922,7523
831000,0.9538,12,0.5328,6837,21335,-10921,-3567,4159,-4989
337902,0.9133,23,0.8921,6320,26813.5,-9188,12959,4748,7112
293300,1,12,0.8146,9376,23250,-12899,9394,1266,-759
268100,0.4784,11,0.7445,9078,25000,9425,6170,1606,3106
181700,0.9955,21,0.861,6754,22500,-12706,11528,4253,-2416
392000,0.7029,13,0.8731,7368,23982,-183,12085,3554,858
226800,0.6458,21,0.8325,8086,25500,2261,10217,2736,4210
321200,0.7005,21,0.5255,12254,26604,-80,-3902,-2013,6649
135000,0.6797,12,0.7467,10857,21000,810,6271,-421,-5729
313500,1,21,0.7687,7468,28000,-12899,7283,3440,9732
260701,0.3312,21,0.5905,11908,26250,15725,-913,-1619,5867
2075800,0.3562,11,0.2129,12626,39500,14655,-18280,-2437,35133
283200,0.3675,21,0.5527,7969,23250,14171,-2651,2869,-759
383800,0.3757,13,0.8596,6015,27000,13821,11464,5095,7523
139700,0.4187,21,0.5927,8446,27000,11980,-812,2326,7523
318000,0.382,21,0.4496,3752,25000,13551,-7393,7674,3106
119600,0.3198,13,0.3287,14391,27000,16213,-12954,-4448,7523
189200,0.8637,13,0.6823,14593,21612,-7065,3309,-4678,-4377
342100,0.7427,13,0.7697,6692,19000,-1887,7329,4324,-10146
373400,1,13,0.6733,14248,27000,-12899,2895,-4285,7523
332904,0.5714,21,0.7504,5448,27000,5445,6441,5741,7523
163400,0.2733,21,0.5705,4736,21677.5,18203,-1833,6552,-4232
244000,0.7845,33,0.7735,14232,20500,-3675,7504,-4267,-6833
332912,0.5909,41,0.8868,6137,27000,4610,12715,4956,7523
322700,0.8327,12,0.6167,13307,23500,-5738,292,-3213,-207
318400,0.8207,22,0.626,12188,19500,-5225,720,-1938,-9042
367500,0.8191,12,0.7051,12899,15000,-5156,4358,-2748,-18981
332000,0.7872,13,0.6462,7383,24250,-3791,1649,3537,1449
175800,0.8508,13,0.633,15675,22250,-6513,1042,-5911,-2968
389200,0.7405,22,0.9001,8114,27000,-1792,13327,2704,7523
392600,0.8019,32,0.8394,6055,25000,-4420,10535,5050,3106
290300,0.591,11,0.9364,33568,19000,4606,14996,-26297,-10146
111700,0.386,21,0.4714,10128,22500,13380,-6391,409,-2416
372800,0.9592,12,0.5004,8498,23178.5,-11152,-5057,2266,-917
259900,1,21,0.5633,5579,25437.5,-12899,-2164,5592,4072
105500,0.6221,12,0.6988,10211,24097,3275,4068,315,1112
332920,0.6469,21,0.5939,5788,27000,2214,-756,5354,7523
380000,0.7776,32,0.6499,9952,20500,-3380,1819,610,-6833
357500,1,33,0.6297,7529,25125,-12899,890,3370,3382
234100,0.8644,22,0.8109,11311,26000,-7095,9224,-939,5315
237700,0.6418,13,0.7464,7329,23185,2432,6257,3598,-903
271800,0.4294,13,0.67,8318,27000,11522,2744,2471,7523
135800,0.4945,13,0.7177,5710,22000,8736,4937,5443,-3520
184200,0.6987,21,0.7333,10528,27000,-3,5655,-47,7523
354100,0.7571,13,0.5225,7413,21319.5,-2503,-4040,3503,-5023
180700,0.7361,13,0.6637,7289,23713,-1604,2454,3644,263
205300,0.656,23,0.8176,10098,26150,1824,9532,443,5646
373700,0.5734,13,0.6512,9066,25000,5359,1879,1619,3106
640400,0.8485,11,0.8598,9321,24688,-6415,11473,1329,2417
198700,0.8571,11,0.8028,9988,27000,-6783,8851,569,7523
720600,1,21,0,6168,4500,-12899,-28072,4921,-42173
222500,1,11,0.607,9040,27000,-12899,-154,1649,7523
2358000,1,42,0.7063,11783,16500,-12899,4413,-1476,-15668
347900,0.4939,11,0.8049,9317,22707,8762,8948,1333,-1959
299700,0.978,12,0.8703,8329,24000,-11957,11956,2459,897
109900,1,13,0.7753,11426,25500,-12899,7587,-1070,4210
346600,0.9043,33,0.8435,6889,24847,-8803,10723,4100,2768
305000,0.9951,21,0.8534,9268,27000,-12689,11179,1389,7523
179500,0.6289,12,0.7568,10614,26450,2984,6736,-144,6309
383700,0.2588,21,0.5647,4521,27000,18824,-2099,6797,7523
275100,0.4072,21,0.4701,10578,25499,12472,-6450,-103,4208
332600,0.7182,31,0.7922,8947,25000,-838,8364,1755,3106
102000,0.6852,13,0.6834,7283,23000,574,3360,3651,-1311
314500,0.9977,13,0.7627,7275,27000,-12800,7007,3660,7523
183600,0.6763,21,0.7825,14546,27000,955,7918,-4624,7523
105700,0.6305,12,0.6149,10870,24711,2915,209,-436,2468
332918,0.5146,22,0.6593,5599,27000,7876,2251,5569,7523
195400,0.4337,21,0.8447,8774,25000,11338,10779,1952,3106
378800,0.5536,11,0.6277,10181,25000,6207,798,349,3106
349000,0.6186,11,0.0069,8400,27000,3425,-27754,2378,7523
100900,0.8816,13,0.8507,11704,21831,-7831,11054,-1386,-3893
339100,0.2967,32,0.9107,8616,27000,17202,13814,2132,7523
363900,0.6372,32,0.1986,6289,20000,2629,-18937,4783,-7938
1116300,0.786,13,0.5948,8851,18345,-3740,-715,1864,-11593
332908,0.6282,41,0.8814,5388,27000,3014,12466,5810,7523
391700,0.8314,13,0.8903,7221,23304,-5683,12876,3721,-640
202400,0.82,13,0.6688,5717,21313,-5195,2688,5435,-5038
332917,0.6667,41,0.8682,5338,27000,1366,11859,5867,7523
253200,0.6271,33,0.8506,7321,24854,3061,11050,3607,2784
256800,0.9514,12,0.624,15140,18733,-10819,628,-5301,-10736
221800,0.4705,11,0.3917,9476,27000,9763,-10056,1152,7523
205400,0.4668,13,0.8148,9665,22913,9922,9403,937,-1504
372400,0.4134,12,0.4187,8835,25000,12207,-8814,1882,3106
216500,0.9898,11,0.4194,9636,27000,-12462,-8782,970,7523
158200,0.761,11,5E-04,11327,27000,-2670,-28049,-957,7523
233000,0.6256,13,0.732,10047,26587,3125,5595,502,6611
255100,0.7522,32,0.7935,7658,20700,-2293,8424,3223,-6391
137000,0.6936,13,0.7225,14987,19500,215,5158,-5127,-9042
261000,0.4869,21,0.3481,8792,25000,9061,-12061,1931,3106
361200,0.5258,11,0.1726,4396,19003,7396,-20133,6940,-10140
236700,0.6179,22,0.7773,7267,22250,3455,7679,3669,-2968
346300,0.679,32,0.8418,8374,24750,840,10645,2408,2554
303200,0.4812,11,0.6322,8111,22656,9305,1005,2707,-2071
257500,0.2965,41,0.7579,8643,27000,17210,6786,2101,7523
108100,0.8611,12,0.5457,9671,20229,-6954,-2973,930,-7432
305100,0.8552,21,0.7504,7718,25997,-6701,6441,3155,5308
197600,0.7906,33,0.9027,7086,25000,-3937,13446,3875,3106
114200,0.5006,12,0.1588,6809,17500,8475,-20768,4191,-13459
379801,0.7209,12,0.4488,5539,15797,-953,-7430,5638,-17221
344600,1,32,0.0236,9363,34500,-12899,-26986,1281,24089
380200,0.6543,13,0.7424,8911,19500,1897,6073,1796,-9042
1116100,0.6743,11,0.383,6456,23000,1041,-10456,4593,-1311
155900,0.6064,11,4E-04,8160,31000,3947,-28053,2651,16358
332921,0.5,21,0.6462,4357,27000,8501,1649,6984,7523
250100,1,13,0.7839,6658,22105,-12899,7982,4363,-3288
146800,1,21,0.0924,7797,22452,-12899,-23822,3065,-2522
279100,1,11,0.501,10470,25000,-12899,-5029,20,3106
250300,0.6675,12,0.8114,6932,22313,1332,9247,4051,-2829
332902,0.5301,21,0.6516,4578,27000,7212,1897,6733,7523
365100,0.5931,12,0.6556,8643,23250,4516,2081,2101,-759
318100,1,33,0.6724,8087,16675,-12899,2854,2735,-15282
355700,0.9726,11,0.4767,6097,25680.5,-11726,-6147,5002,4609
364600,0.9726,12,0.4054,6844,20000,-11726,-9426,4151,-7938
188700,0.5263,31,0.8796,8297,27000,7375,12384,2495,7523
160500,1,11,0.1706,8320,22000,-12899,-20225,2469,-3520
194600,1,33,0.678,5332,21500,-12899,3112,5873,-4624
205000,0.5551,22,0.7406,10350,27000,6142,5991,156,7523
105200,0.9072,12,0.5922,17920,21941.5,-8927,-835,-8468,-3649
382700,0.7643,13,0.814,11703,23969,-2811,9367,-1385,829
251700,0.7688,33,0.7773,13337,25000,-3004,7679,-3247,3106
332909,0.7105,23,0.589,5676,27000,-508,-982,5482,7523
300500,0.9432,13,0.8151,15698,24000,-10468,9417,-5937,897
501500,0.7348,22,0.6944,6246,22899,-1548,3866,4832,-1534
2070500,0.3537,12,0.4628,5536,22589,14762,-6786,5641,-2219
330100,1,13,0.757,11700,27000,-12899,6745,-1382,7523
108900,1,33,0.7751,4516,17480,-12899,7577,6803,-13504
377100,0.6579,32,0.6151,8475,21500,1743,219,2293,-4624
267000,0.8444,21,0.8807,5281,17772,-6239,12434,5932,-12859
234500,0.4967,11,0.8166,13637,26722.5,8642,9486,-3589,6911
273700,0.493,21,0.5816,8094,25400,8800,-1322,2727,3990
332905,0.8062,22,0.8008,5366,27000,-4604,8759,5835,7523
214300,0.2569,21,0.6862,10358,26000,18905,3489,147,5315
256900,1,12,0.3663,8805,19000,-12899,-11224,1917,-10146
186900,0.8459,13,0.765,9179,24365,-6303,7113,1490,1703
175900,0.7029,21,0.7406,12666,21875,-183,5991,-2482,-3796
209200,0.7683,21,0.7459,19343,27000,-2982,6234,-10090,7523
993000,0.5755,13,0.4065,8174,13750,5269,-9375,2635,-21742
140100,0.114,22,0.3582,2508,26512,25021,-11597,9091,6446
389900,0.6747,12,0.8639,6040,21065,1024,11662,5067,-5585
4193700,0.625,21,0.559,10134,25748.5,3151,-2362,402,4759
222800,0.388,11,0.5975,12496,27000,13294,-591,-2289,7523
303300,1,21,0.8004,7648,28000,-12899,8741,3235,9732
331500,0.8469,13,0.8095,8464,26000,-6346,9160,2305,5315
194000,1,32,0.6165,5360,25450,-12899,283,5842,4100
347000,0.8523,13,0.839,10832,27000,-6577,10516,-393,7523
183800,0.6154,32,0.8652,10270,24500,3562,11721,247,2002
332903,0.6611,13,0.7605,4372,27000,1606,6906,6967,7523
200500,1,13,0.6739,5685,20308,-12899,2923,5471,-7257
215300,0.9231,21,0.754,10259,27000,-9607,6607,260,7523
392500,0.8182,22,0.8283,7920,23375,-5118,10024,2925,-483
277800,0.3371,21,0.6264,7611,25941.5,15473,738,3277,5186
332907,0.6833,33,0.9184,6485,27000,656,14168,4560,7523
303900,0.2907,11,0.6798,10539,27000,17458,3194,-59,7523
332906,0.5714,21,0.6991,4390,27000,5445,4082,6947,7523
320900,0.5899,31,0.6784,8300,24500,4653,3130,2492,2002
196400,0.6622,31,0.7963,8363,27000,1559,8552,2420,7523
347400,0.7522,32,0.87,9166,24250,-2293,11942,1505,1449
379400,0.387,22,0.5638,7237,24887,13337,-2141,3703,2856
109400,1,33,0.6713,9797,24200,-12899,2803,786,1339
174500,0.4524,33,0.7126,5645,22727.5,10538,4703,5517,-1913
376700,0.7286,11,0.561,9304,27000,-1283,-2270,1348,7523
350000,1,13,0.7887,5604,27723.5,-12899,8203,5564,9121
647700,0.4493,13,0.8594,7284,15800,10671,11455,3649,-17214
347800,1,12,0.6468,7338,23202,-12899,1677,3588,-865
392400,0.8004,32,0.8822,6811,24922,-4356,12503,4188,2934
308500,0.9844,21,0.656,4643,27000,-12231,2100,6658,7523
392300,0.6556,32,0.8907,6743,24124,1841,12894,4266,1171
389600,0.6856,11,0.6933,8619,25000,557,3815,2128,3106
331600,0.6974,23,0.7818,7490,25000,52,7886,3415,3106
360200,0.25,11,0.0147,3540,38125,19200,-27395,7915,32096
177100,0.5742,21,0.6896,10457,26196.5,5325,3645,34,5749
201600,0.7265,11,0.5095,12082,25500,-1193,-4638,-1817,4210
300800,0.6333,33,0.8067,11284,21550,2796,9031,-908,-4514
315200,0.9801,21,0.5824,8494,21325,-12047,-1285,2271,-5011
1212300,0.756,21,0.0084,5603,5500,-2456,-27685,5565,-39964
246400,0.3348,21,0.6878,8353,26959,15571,3562,2432,7433
330300,1,11,0.5926,7288,27000,-12899,-816,3645,7523
332400,0.6359,32,0.8169,9456,27000,2684,9500,1175,7523
927500,0.9701,21,0.8218,7407,24184,-11619,9725,3509,1304
253100,0.7119,33,0.7816,9707,20667,-568,7876,889,-6464
391500,0.6973,32,0.8771,7528,25000,57,12269,3371,3106
135300,0.7544,32,0.5497,6479,19621.5,-2387,-2789,4567,-8774
182800,0.9554,11,0.8295,7804,25500,-10990,10079,3057,4210
229300,0.8906,33,0.7926,7893,24454,-8216,8382,2956,1900
236900,0.3462,11,0.611,6438,25500,15083,30,4613,4210
194800,0.7843,13,0.7349,17259,19793,-3667,5729,-7715,-8395
368300,0.9709,32,0.8534,7639,25000,-11653,11179,3245,3106
348700,0.6785,13,0.8361,12995,20000,861,10383,-2857,-7938
347100,0.8089,33,0.8935,7951,25245,-4720,13023,2890,3647
328000,0.261,21,0.7582,6411,25789.5,18730,6800,4644,4850
240300,0.7176,33,0.5914,7064,22500,-812,-871,3900,-2416
155800,0.513,13,0.6643,6533,16500,7944,2481,4505,-15668
450900,0.6141,11,0.6733,7093,21187.5,3617,2895,3867,-5315
331800,0.7301,33,0.8404,7999,26000,-1347,10581,2835,5315
253600,0.7007,13,0.7967,8367,23431,-89,8571,2416,-359
2234500,1,21,0.8663,6926,19596,-12899,11772,4057,-8830
136500,0.4695,12,0.4987,5205,20500,9806,-5135,6018,-6833
161700,0.6324,22,0.6415,6695,27000,2834,1433,4321,7523
330600,1,21,0.5752,6596,27000,-12899,-1617,4433,7523
726300,0.4375,21,0.6758,5319,25000,11176,3010,5888,3106
357800,0.447,11,0.1918,6935,27000,10769,-19250,4047,7523
200100,0.5891,21,0.7377,6692,27000,4687,5857,4324,7523
200200,0.6635,13,0.7624,8290,24010.5,1503,6993,2503,920
1258000,0.4706,21,0.6024,6464,27000,9759,-366,4584,7523
332300,0.9203,32,0.8496,7851,27000,-9488,11004,3003,7523
349200,0.9688,32,0.8588,6658,26000,-11563,11427,4363,5315
362500,0.6503,33,0.2393,6409,15250,2068,-17065,4646,-18429
233600,0.5848,33,0.8536,5853,21500,4871,11188,5280,-4624
361000,0.6325,33,0.5974,7053,25000,2830,-595,3913,3106
374200,0.7731,22,0.7077,21942,25500,-3188,4478,-13051,4210
242200,0.6637,33,0.5622,6554,14560,1495,-2214,4481,-19953
339200,1,31,0.7942,8960,27000,-12899,8456,1740,7523
369300,0.5238,41,0.5941,4560,24750,7482,-747,6753,2554
319800,0.9286,32,0.636,13440,25000,-9843,1180,-3364,3106
273400,0.7214,43,0.7901,10197,25500,-975,8267,331,4210
398700,0.328,21,0.6194,6178,25000,15862,416,4910,3106
398800,0.3493,21,0.5317,5736,27000,14950,-3617,5413,7523
345900,0.8481,32,0.8361,5968,25625,-6397,10383,5149,4486
109200,0.7507,13,0.6545,6788,21500,-2229,2031,4215,-4624
269800,0.3445,11,0.4868,8302,14666,15156,-5682,2490,-19719
358600,0.5435,12,0.6821,6404,23628.5,6639,3300,4652,77
392100,0.8171,32,0.912,6008,24000,-5071,13874,5103,897
352300,1,33,0.8032,7404,15587,-12899,8870,3513,-17685
313100,0.7085,11,0.691,12241,24000,-423,3709,-1998,897
327700,0.7071,32,0.7631,9021,27000,-363,7026,1670,7523
182200,1,32,0.7531,3941,24160,-12899,6566,7458,1251
187300,0.7468,13,0.8351,6733,27000,-2062,10337,4277,7523
270300,0.4278,11,0.2843,8693,27000,11591,-14996,2044,7523
884900,0.9474,13,0.6054,7901,24750,-10647,-228,2947,2554
314200,0.9863,41,0.7784,6349,27058,-12312,7729,4715,7652
905800,0.3863,21,0.8478,8633,24069,13367,10921,2113,1050
372300,0.2976,13,0.5656,8542,27500,17163,-2058,2216,8628
368800,1,42,0.8401,8716,26000,-12899,10567,2018,5315
312300,0.5127,12,0.7406,9013,26000,7957,5991,1680,5315
368100,1,12,0.7153,11475,25000,-12899,4827,-1125,3106
248800,1,13,0.7794,6657,21000,-12899,7775,4364,-5729
136300,0.317,11,0.5895,6455,23000,16333,-959,4594,-1311
188900,1,13,0.8123,9031,26000,-12899,9288,1659,5315
378300,0.2405,21,0.6827,8442,23724.5,19607,3328,2330,289
159700,1,41,0.8422,3807,23500,-12899,10664,7611,-207
348400,1,21,0.8687,8640,21441,-12899,11882,2105,-4755
183200,0.4732,11,0.8007,7011,25750,9648,8755,3961,4763
394600,1,33,0.0533,9696,15150,-12899,-25620,901,-18650
180300,1,32,0.8651,9279,26745,-12899,11717,1377,6960
315400,1,33,0.5803,6827,18010,-12899,-1382,4170,-12333
346900,1,12,0.8854,6919,23489,-12899,12650,4065,-231
236100,0.8161,32,0.9409,8476,22194,-5028,15203,2291,-3092
